id_entrega,fecha,comuna_destino,tipo_vehiculo,distancia_km,peso_kg,n_paquetes,hora_salida,score_gps_ruta,costo_combustible_clp,horas_entrega
2025-01230,2025-11-08,Lota,moto,14.83,41.84,5,14,,3662.0,0.748
2025-01351,2025-11-08,Hualpen,camion_ligero,13.65,3.73,5,18,0.4884,3348.0,0.804
2025-00630,2025-11-08,Concepcion,furgon,30.27,43.64,1,17,0.8346,5466.0,1.295
2025-01107,2025-11-08,Tome,furgon,13.79,31.8,5,7,,3759.0,1.012
2025-00220,2025-11-08,Hualpen,camion_ligero,13.49,38.82,4,11,0.4659,4972.0,0.93
2025-01250,2025-11-09,Laja,furgon,44.59,10.16,8,11,,9207.0,2.106
2025-00591,2025-11-09,Hualpen,moto,20.78,16.84,1,9,0.3384,3584.0,0.889
2025-00973,2025-11-09,Concepcion,furgon,17.23,31.46,8,19,0.6235,6144.0,1.253
2025-01090,2025-11-09,Lebu,furgon,43.8,12.79,6,8,,8573.0,2.587
2025-00688,2025-11-09,Chiguayante,moto,18.41,14.3,2,11,0.4794,1603.0,0.592
2025-00466,2025-11-10,Tome,furgon,19.89,34.03,6,8,0.5406,4844.0,1.32
2025-01301,2025-11-10,Concepcion,furgon,9.75,29.43,3,8,,4083.0,0.873
2025-00954,2025-11-10,Curanilahue,furgon,2.0,6.17,5,18,,1340.0,0.353
2025-00804,2025-11-10,Santa Juana,furgon,21.67,17.28,8,10,0.9756,4672.0,0.963
2025-00891,2025-11-10,Penco,furgon,18.12,20.24,8,14,0.7374,4175.0,1.151
2025-00444,2025-11-11,Chiguayante,furgon,15.49,12.53,6,12,0.4152,3671.0,1.11
2025-00914,2025-11-11,Florida,camion_ligero,19.14,40.31,1,16,0.4889,3813.0,1.008
2025-00014,2025-11-11,Hualpen,moto,19.65,9.61,5,17,0.6073,4046.0,0.896
2025-01170,2025-11-12,Nacimiento,moto,85.19,17.01,6,9,0.4603,10993.0,3.19
2025-00211,2025-11-12,Lota,furgon,23.24,20.18,7,10,0.9705,3981.0,1.045
2025-00841,2025-11-13,Concepcion,moto,16.25,11.89,1,12,0.7955,768.0,0.633
2025-00324,2025-11-13,Laja,moto,66.92,25.27,7,8,,10507.0,2.894
2025-00810,2025-11-13,Concepcion,camion_ligero,9.77,12.44,7,15,0.7292,2737.0,0.844
2025-01105,2025-11-13,Curanilahue,moto,45.94,11.17,5,16,0.5508,5697.0,1.633
2025-00796,2025-11-13,Yumbel,furgon,70.61,23.45,4,15,,11172.0,2.909
2025-00450,2025-11-13,Lebu,moto,78.07,5.18,4,12,,9590.0,2.147
2025-00504,2025-11-13,Santa Juana,furgon,28.39,16.02,1,9,0.5413,5299.0,1.254
2025-00517,2025-11-14,Penco,moto,18.29,34.47,1,11,0.5522,2643.0,0.708
2025-01275,2025-11-14,Santa Juana,furgon,23.01,24.81,8,16,0.6446,5277.0,1.009
2025-00355,2025-11-14,Hualqui,furgon,18.36,10.35,3,7,0.5924,5517.0,1.333
2025-00777,2025-11-14,Cabrero,furgon,87.48,25.31,6,16,,16142.0,3.452
2025-00814,2025-11-14,Concepcion,camion_ligero,21.39,12.57,8,7,0.316,8417.0,1.889
2025-00181,2025-11-14,Florida,moto,21.81,20.43,1,15,0.8246,3409.0,0.777
2025-00398,2025-11-14,Cabrero,moto,66.45,22.55,8,9,,12251.0,2.84
2025-00170,2025-11-15,Curanilahue,furgon,92.76,21.43,6,8,,18221.0,4.27
2025-01139,2025-11-15,Concepcion,furgon,22.16,21.54,4,17,0.4414,6632.0,1.334
2025-01323,2025-11-15,Los Angeles,furgon,37.8,37.24,7,18,,9084.0,2.202
2025-00844,2025-11-15,Hualpen,camion_ligero,16.87,20.62,4,15,0.6185,3442.0,0.999
2025-01026,2025-11-15,Curanilahue,furgon,106.22,1.49,5,9,,21104.0,4.767
2025-00488,2025-11-15,Lebu,camion_ligero,94.48,9.11,6,17,,25226.0,6.079
2025-00908,2025-11-15,Arauco,furgon,33.95,64.7,5,9,,7291.0,2.094
2025-00514,2025-11-16,Hualqui,camion_ligero,7.45,2.39,6,16,0.7194,2382.0,0.585
2025-00708,2025-11-16,Tome,moto,17.27,10.28,5,10,0.5343,4011.0,0.889
2025-00737,2025-11-16,Arauco,furgon,64.95,9.72,1,6,,10478.0,2.375
2025-00390,2025-11-16,Lota,furgon,24.29,9.08,3,16,0.8494,2809.0,0.743
2025-00971,2025-11-16,Yumbel,furgon,93.03,38.48,6,7,,19163.0,4.501
2025-00578,2025-11-16,Hualqui,furgon,25.01,27.67,2,6,0.5191,3341.0,0.832
2025-00243,2025-11-16,Lota,camion_ligero,32.48,20.69,1,8,0.7197,7684.0,1.945
2025-00408,2025-11-17,Chiguayante,furgon,12.98,14.65,1,19,0.3429,2171.0,0.75
2025-00889,2025-11-17,Tome,camion_ligero,9.27,3.34,6,17,0.6643,3770.0,0.675
2025-01287,2025-11-18,Chiguayante,moto,10.5,11.71,7,10,0.4554,2371.0,0.596
2025-00644,2025-11-18,Chiguayante,furgon,11.79,43.52,7,18,1.0,3078.0,0.825
2025-00787,2025-11-18,Florida,moto,19.71,10.1,4,18,0.8236,5176.0,0.994
2025-00567,2025-11-19,Cabrero,furgon,57.51,9.94,3,11,,7209.0,1.799
2025-00394,2025-11-19,Talcahuano,furgon,17.07,29.41,3,19,0.6794,5116.0,1.296
2025-01365,2025-11-19,Los Angeles,furgon,54.84,16.22,6,8,,11381.0,2.997
2025-00235,2025-11-19,Curanilahue,camion_ligero,80.9,72.74,1,15,0.669,15468.0,3.507
2025-00574,2025-11-20,Coronel,moto,11.58,17.5,7,7,0.4746,3251.0,0.69
2025-01271,2025-11-20,Yumbel,moto,62.77,31.4,1,15,,8858.0,1.853
2025-00481,2025-11-20,Florida,moto,26.18,10.1,3,14,0.8202,2268.0,0.612
2025-00305,2025-11-20,Nacimiento,furgon,46.78,17.91,1,15,,6263.0,1.748
2025-00080,2025-11-20,Lota,furgon,19.97,34.86,3,12,,3988.0,0.875
2025-01221,2025-11-20,Los Angeles,furgon,101.8,17.74,5,10,,16992.0,3.608
2025-00802,2025-11-20,Concepcion,furgon,10.89,11.58,2,15,0.7385,2750.0,0.623
2025-00044,2025-11-20,Tome,moto,15.06,15.3,1,18,0.7425,2699.0,0.706
2025-00553,2025-11-21,Penco,furgon,22.4,28.24,7,13,0.7801,6409.0,1.197
2025-00659,2025-11-21,San Pedro de la Paz,furgon,16.82,13.86,4,10,0.8058,2782.0,0.458
2025-00166,2025-11-21,Santa Juana,camion_ligero,19.01,40.24,2,19,0.5699,5492.0,1.365
2025-00720,2025-11-21,Yumbel,furgon,18.38,25.19,7,8,,5367.0,1.289
2025-01231,2025-11-21,Yumbel,furgon,66.7,18.81,7,15,,9120.0,2.211
2025-00531,2025-11-22,Curanilahue,furgon,85.61,16.93,1,9,1.0,15514.0,3.571
2025-01141,2025-11-23,Laja,moto,45.19,29.76,8,11,,6080.0,1.487
2025-00956,2025-11-23,Florida,camion_ligero,18.76,15.85,2,18,,5023.0,1.128
2025-00040,2025-11-24,Coronel,furgon,16.77,9.85,2,11,0.5568,2039.0,0.42
2025-00105,2025-11-24,Laja,moto,107.86,9.54,6,10,0.7184,11949.0,2.726
2025-00269,2025-11-24,San Pedro de la Paz,moto,30.94,20.32,4,9,,6212.0,1.493
2025-01172,2025-11-25,Tome,furgon,2.0,21.83,2,10,0.841,1923.0,0.363
2025-00272,2025-11-26,Penco,moto,8.69,19.17,3,8,0.8522,1774.0,0.447
2025-00521,2025-11-26,Nacimiento,moto,35.1,34.65,8,19,,8190.0,1.775
2025-00738,2025-11-26,Cabrero,moto,81.73,34.12,2,15,0.8601,9371.0,2.137
2025-00070,2025-11-26,Nacimiento,furgon,75.9,45.22,4,19,,14207.0,3.744
2025-00595,2025-11-26,San Pedro de la Paz,moto,5.24,17.93,6,13,0.6203,4110.0,0.954
2025-01161,2025-11-26,Laja,furgon,50.33,13.72,1,8,,9975.0,2.111
2025-00112,2025-11-27,Lebu,furgon,23.24,34.75,7,19,,6793.0,1.448
2025-01166,2025-11-27,Nacimiento,furgon,29.25,35.16,3,17,,4720.0,1.149
2025-01374,2025-11-28,Talcahuano,moto,22.92,16.65,5,11,0.4022,4831.0,1.076
2025-00614,2025-11-28,Hualpen,furgon,7.84,4.46,5,9,0.6034,2220.0,0.392
2025-01145,2025-11-28,Lota,furgon,4.95,12.42,6,15,0.5292,3276.0,0.712
2025-00399,2025-11-28,Penco,moto,10.0,41.67,8,16,0.4874,4086.0,1.05
2025-00887,2025-11-29,Coronel,furgon,8.59,25.23,6,7,0.667,3932.0,0.858
2025-00666,2025-11-29,Yumbel,moto,64.25,10.49,6,19,,11449.0,2.658
2025-00270,2025-11-29,Florida,furgon,18.39,10.44,7,19,0.6795,5835.0,1.354
2025-01288,2025-11-30,Santa Juana,moto,11.32,44.67,3,16,0.8295,2033.0,0.443
2025-00063,2025-11-30,Lota,furgon,6.43,29.26,7,10,0.8628,1053.0,0.431
2025-00518,2025-11-30,Penco,furgon,5.77,43.51,4,14,,1280.0,0.424
2025-00995,2025-11-30,Concepcion,furgon,19.08,3.6,3,10,,5005.0,0.937
2025-01056,2025-11-30,Penco,furgon,28.58,14.95,2,14,,3651.0,1.03
2025-00940,2025-11-30,Talcahuano,moto,22.42,31.69,8,6,0.5992,4078.0,0.994
2025-00566,2025-11-30,Arauco,furgon,6.24,9.96,7,8,0.6787,2615.0,0.536
2025-00202,2025-11-30,San Pedro de la Paz,camion_ligero,19.33,18.67,7,13,0.8317,7071.0,1.314
2025-01348,2025-11-30,Tome,furgon,10.14,6.32,7,9,0.8023,2922.0,0.72
2025-01346,2025-11-30,Lota,moto,21.31,20.9,8,14,0.5629,1989.0,0.75
2025-00328,2025-11-30,Los Angeles,moto,64.8,51.07,4,12,0.7977,8603.0,1.752
2025-00111,2025-12-01,Chiguayante,furgon,17.83,9.64,8,16,0.411,4577.0,1.175
2025-00255,2025-12-01,Lota,camion_ligero,26.28,19.18,5,9,0.6185,7577.0,1.644
2025-00035,2025-12-01,Cabrero,moto,119.63,25.16,6,18,,15797.0,4.108
2025-01337,2025-12-01,Hualqui,moto,16.46,7.51,6,19,0.5278,4306.0,0.863
2025-01150,2025-12-01,Tome,furgon,32.8,5.56,1,13,,5154.0,1.272
2025-01085,2025-12-02,Los Angeles,camion_ligero,103.94,5.36,1,12,0.6659,17835.0,4.388
2025-00562,2025-12-02,Lota,moto,10.66,30.57,3,13,0.4439,1985.0,0.396
2025-00576,2025-12-02,Hualqui,furgon,8.8,30.76,8,13,0.5017,2407.0,0.693
2025-00260,2025-12-03,Nacimiento,furgon,76.77,15.95,4,10,,11347.0,2.716
2025-01393,2025-12-03,Chiguayante,furgon,28.99,47.72,8,14,,4715.0,1.413
2025-01113,2025-12-03,San Pedro de la Paz,moto,17.37,5.42,8,7,,5803.0,1.132
2025-01158,2025-12-03,Chiguayante,furgon,21.2,30.6,2,13,0.448,3305.0,0.866
2025-00543,2025-12-03,Coronel,furgon,15.88,2.98,4,7,0.5887,3861.0,1.179
2025-00929,2025-12-03,Penco,furgon,16.5,2.7,4,13,0.6596,2072.0,0.589
2025-01339,2025-12-04,Cabrero,moto,55.9,4.56,2,19,0.5892,7175.0,2.081
2025-00515,2025-12-04,Lota,furgon,18.77,8.59,6,12,0.7598,3095.0,1.051
2025-01062,2025-12-04,Lebu,camion_ligero,28.51,24.51,8,7,,6661.0,1.977
2025-00883,2025-12-04,Penco,moto,26.3,45.82,3,17,,2932.0,0.797
2025-00085,2025-12-04,Talcahuano,moto,26.51,28.71,6,10,0.6487,4178.0,1.038
2025-00793,2025-12-05,Los Angeles,furgon,45.51,4.88,8,14,,9461.0,2.14
2025-00876,2025-12-05,Laja,moto,28.09,16.27,8,18,0.8221,6144.0,1.466
2025-01306,2025-12-05,Yumbel,camion_ligero,30.74,30.11,6,6,,7054.0,1.484
2025-00052,2025-12-05,Nacimiento,moto,60.49,41.71,2,6,0.9063,8842.0,1.776
2025-00718,2025-12-06,Los Angeles,furgon,79.58,9.54,3,6,,11857.0,3.077
2025-00846,2025-12-06,Coronel,camion_ligero,23.56,22.92,6,15,0.7396,5335.0,1.576
2025-01013,2025-12-06,Cabrero,camion_ligero,52.2,9.88,3,17,,12689.0,3.25
2025-01120,2025-12-06,Cabrero,furgon,50.84,6.08,4,11,,9518.0,2.093
2025-01047,2025-12-06,Talcahuano,furgon,11.0,34.9,3,17,0.5266,3167.0,0.758
2025-00836,2025-12-06,Concepcion,furgon,19.3,16.14,4,12,0.6745,4189.0,0.832
2025-00909,2025-12-07,San Pedro de la Paz,furgon,22.04,1.76,8,7,,5116.0,1.165
2025-00667,2025-12-07,Florida,moto,24.57,30.93,2,9,,4920.0,1.135
2025-00047,2025-12-07,Hualpen,furgon,15.23,5.01,4,8,0.6359,3350.0,0.76
2025-00801,2025-12-07,Penco,moto,19.09,11.98,6,8,0.6112,4643.0,0.977
2025-00244,2025-12-07,Lota,moto,19.03,26.28,7,17,0.6473,3931.0,0.891
2025-00834,2025-12-08,Tome,camion_ligero,19.15,55.58,2,6,0.7672,3760.0,1.02
2025-00545,2025-12-08,Cabrero,moto,69.56,19.37,4,12,,9152.0,2.197
2025-01091,2025-12-08,Tome,moto,13.57,16.52,1,13,1.0,2175.0,0.344
2025-00146,2025-12-09,Nacimiento,camion_ligero,86.65,19.99,7,11,,18403.0,4.183
2025-01370,2025-12-09,Yumbel,moto,90.74,10.82,2,9,0.6033,14093.0,3.449
2025-00182,2025-12-09,Laja,camion_ligero,71.46,2.82,1,9,,17569.0,3.627
2025-00927,2025-12-09,Lota,furgon,17.34,34.57,6,9,0.7365,4023.0,1.111
2025-00446,2025-12-09,Laja,furgon,90.81,8.41,8,15,0.5786,15848.0,3.422
2025-00760,2025-12-09,Lota,moto,20.12,31.04,6,18,,5398.0,1.075
2025-00359,2025-12-09,Chiguayante,furgon,9.42,16.53,4,14,0.4868,2004.0,0.369
2025-00151,2025-12-09,Hualpen,furgon,6.78,6.56,3,19,0.633,1280.0,0.416
2025-01040,2025-12-09,Yumbel,moto,68.22,19.61,4,9,,12113.0,2.613
2025-00853,2025-12-10,San Pedro de la Paz,furgon,16.64,10.81,7,10,0.5855,5402.0,0.953
2025-00625,2025-12-10,Yumbel,furgon,30.69,26.69,6,11,,6028.0,1.204
2025-01135,2025-12-10,Lota,moto,14.61,5.1,7,8,0.6279,5164.0,1.064
2025-01352,2025-12-11,Florida,furgon,8.5,25.86,4,9,0.7646,135.0,0.16
2025-01127,2025-12-11,Curanilahue,furgon,41.4,26.31,1,14,,6757.0,1.647
2025-00310,2025-12-11,Arauco,furgon,32.63,62.05,5,12,,7335.0,1.676
2025-00339,2025-12-12,Talcahuano,moto,19.81,27.66,5,17,0.7717,2875.0,0.812
2025-00227,2025-12-12,Penco,moto,27.39,8.21,5,15,0.4993,3699.0,0.843
2025-00749,2025-12-12,Lebu,furgon,56.42,9.43,3,11,0.7832,5280.0,1.518
2025-01371,2025-12-12,Tome,furgon,22.84,12.31,4,15,0.9284,4257.0,0.94
2025-00741,2025-12-12,Lota,furgon,16.31,18.57,3,6,0.7022,3248.0,0.779
2025-00892,2025-12-12,Cabrero,moto,96.19,14.14,1,15,1.0,8575.0,1.973
2025-00135,2025-12-13,Laja,moto,38.18,25.76,3,8,,5831.0,1.593
2025-00281,2025-12-13,Arauco,moto,38.19,7.25,3,15,,5492.0,1.229
2025-00478,2025-12-13,Talcahuano,moto,26.89,32.24,6,7,0.6134,5606.0,1.316
2025-01263,2025-12-13,Hualqui,furgon,7.44,9.31,2,14,0.6178,701.0,0.328
2025-00449,2025-12-13,Hualqui,moto,22.18,20.96,8,15,0.4017,3688.0,0.902
2025-00267,2025-12-14,Santa Juana,furgon,22.05,10.18,3,16,0.4643,4105.0,1.107
2025-00183,2025-12-15,Coronel,furgon,23.05,54.77,8,17,0.6694,6785.0,1.752
2025-00360,2025-12-15,Coronel,moto,24.47,29.98,8,8,0.4856,5000.0,1.261
2025-00979,2025-12-15,Yumbel,furgon,40.23,16.68,1,7,,7641.0,1.858
2025-00451,2025-12-15,San Pedro de la Paz,furgon,5.83,16.58,1,15,,2577.0,0.478
2025-00180,2025-12-16,Talcahuano,furgon,20.69,8.24,1,6,0.8082,3570.0,0.85
2025-01294,2025-12-16,Laja,moto,58.69,12.7,7,14,,8302.0,1.772
2025-01341,2025-12-16,Penco,camion_ligero,17.7,9.63,8,19,0.2254,6104.0,1.445
2025-00323,2025-12-16,Coronel,moto,15.03,12.69,4,19,,2712.0,0.837
2025-00952,2025-12-16,Lota,camion_ligero,12.46,15.7,8,7,0.5709,6026.0,1.412
2025-01109,2025-12-16,Santa Juana,furgon,23.46,11.74,3,8,0.7448,4937.0,1.126
2025-00816,2025-12-16,Talcahuano,furgon,22.06,10.2,5,19,,4889.0,1.317
2025-01039,2025-12-17,Hualqui,camion_ligero,15.89,8.23,2,14,0.6927,2565.0,0.61
2025-00145,2025-12-17,Hualpen,camion_ligero,5.5,7.55,8,17,0.449,4280.0,0.988
2025-01171,2025-12-17,Nacimiento,camion_ligero,83.04,15.02,1,6,1.0,14243.0,3.065
2025-00798,2025-12-17,Lota,furgon,20.36,7.93,1,17,0.9325,4758.0,1.003
2025-01157,2025-12-17,Hualqui,camion_ligero,21.59,23.3,6,18,0.6246,7200.0,1.712
2025-00779,2025-12-17,Hualqui,furgon,18.41,38.87,7,17,0.4998,5718.0,1.408
2025-00535,2025-12-18,Santa Juana,moto,20.21,6.03,5,16,,4157.0,0.981
2025-00379,2025-12-18,Yumbel,furgon,80.98,18.87,6,12,,11709.0,2.486
2025-00767,2025-12-18,Coronel,furgon,24.43,45.42,1,17,0.4496,6478.0,1.215
2025-00295,2025-12-18,Tome,moto,19.48,43.24,3,6,0.916,561.0,0.42
2025-00133,2025-12-19,Lota,moto,24.93,19.2,8,17,0.2614,5873.0,1.368
2025-01274,2025-12-19,Curanilahue,furgon,65.09,24.03,7,13,,13199.0,2.811
2025-01257,2025-12-19,Florida,furgon,21.97,14.09,6,8,1.0,6414.0,1.458
2025-00642,2025-12-19,Laja,furgon,67.66,20.96,2,11,0.4229,9998.0,2.484
2025-00026,2025-12-20,Laja,furgon,5.18,55.35,7,8,,1964.0,0.586
2025-00436,2025-12-20,Chiguayante,moto,22.76,24.47,3,17,0.7892,2453.0,0.637
2025-00288,2025-12-20,Laja,furgon,81.52,18.12,4,7,,17209.0,4.186
2025-00866,2025-12-20,Cabrero,moto,85.08,5.12,7,19,0.6579,12513.0,3.074
2025-00832,2025-12-20,Chiguayante,moto,2.0,25.15,1,13,0.6777,1028.0,0.302
2025-01199,2025-12-21,Hualpen,camion_ligero,11.41,6.56,1,10,0.7908,3312.0,0.616
2025-00453,2025-12-21,Santa Juana,moto,22.7,38.16,5,19,,4084.0,1.169
2025-01018,2025-12-22,Los Angeles,camion_ligero,33.3,28.18,2,12,,8706.0,1.983
2025-00586,2025-12-22,Arauco,moto,14.8,13.89,6,10,0.8372,2769.0,0.455
2025-01298,2025-12-22,Curanilahue,camion_ligero,65.71,39.35,6,8,,19963.0,4.403
2025-01099,2025-12-23,Arauco,camion_ligero,91.25,20.98,3,12,,16460.0,4.065
2025-00179,2025-12-24,Curanilahue,camion_ligero,115.98,37.65,5,16,,22221.0,5.195
2025-00448,2025-12-24,Tome,furgon,30.45,28.51,1,9,,6699.0,1.628
2025-01028,2025-12-25,Concepcion,furgon,9.09,2.8,5,11,0.5994,2782.0,0.59
2025-01009,2025-12-25,Curanilahue,camion_ligero,49.51,5.83,8,8,0.1804,15719.0,3.702
2025-00789,2025-12-25,Nacimiento,furgon,59.76,33.53,2,6,0.377,9143.0,2.201
2025-00674,2025-12-25,Arauco,moto,50.6,21.68,1,11,,7443.0,1.488
2025-01320,2025-12-25,Laja,furgon,51.57,13.82,2,11,,7465.0,1.728
2025-00564,2025-12-25,Curanilahue,furgon,82.06,24.27,3,14,,13234.0,2.973
2025-01084,2025-12-26,Hualqui,moto,22.44,22.75,5,7,0.4523,4709.0,1.26
2025-00534,2025-12-26,Hualqui,camion_ligero,11.96,26.25,5,7,0.5678,4290.0,1.312
2025-00803,2025-12-26,Arauco,moto,102.59,14.18,8,13,0.3347,15613.0,3.526
2025-01316,2025-12-27,Tome,furgon,18.59,35.02,3,11,0.703,3417.0,0.946
2025-00719,2025-12-27,San Pedro de la Paz,camion_ligero,17.69,28.2,4,6,0.5611,4857.0,1.017
2025-00858,2025-12-27,Nacimiento,camion_ligero,41.91,24.13,3,14,0.533,7337.0,1.994
2025-01281,2025-12-28,Curanilahue,moto,104.56,4.8,1,7,,17132.0,4.084
2025-01368,2025-12-28,Lebu,furgon,60.2,8.5,1,13,,12215.0,2.603
2025-00485,2025-12-28,Yumbel,moto,4.8,25.46,3,16,1.0,2799.0,0.481
2025-00994,2025-12-28,Cabrero,furgon,67.63,26.98,7,10,0.592,11526.0,2.703
2025-00055,2025-12-29,Los Angeles,moto,70.19,17.86,5,6,,6962.0,1.763
2025-00747,2025-12-29,Los Angeles,moto,68.43,5.43,2,16,0.6664,8702.0,1.717
2025-00661,2025-12-30,Talcahuano,moto,20.1,12.55,6,11,0.2251,3479.0,0.827
2025-00930,2025-12-30,Concepcion,furgon,19.99,22.82,8,10,0.6685,5179.0,1.289
2025-01093,2025-12-30,Chiguayante,furgon,14.49,61.4,1,17,,3263.0,0.713
2025-00137,2025-12-30,Florida,moto,2.0,2.35,8,11,0.4575,1644.0,0.471
2025-00356,2025-12-30,Penco,moto,20.63,10.27,1,11,0.4375,3688.0,0.853
2025-00885,2025-12-31,Tome,camion_ligero,4.0,13.28,7,18,0.8357,1553.0,0.39
2025-00438,2025-12-31,Chiguayante,camion_ligero,25.34,24.75,2,19,0.627,6243.0,1.585
2025-00983,2025-12-31,Santa Juana,furgon,8.62,6.64,3,11,0.5895,-29.0,0.191
2025-01140,2025-12-31,Curanilahue,furgon,83.0,32.11,1,9,,13386.0,3.614
