id_entrega,fecha,comuna_destino,tipo_vehiculo,distancia_km,peso_kg,n_paquetes,hora_salida,score_gps_ruta,costo_combustible_clp,horas_entrega
2024-00195,2024-12-12,San Pedro de la Paz,camion_ligero,9.79,40.1,2,19,0.5651,1992.0,0.534
2024-01157,2024-12-12,Hualqui,furgon,14.25,16.38,7,19,0.703,3810.0,1.015
2024-00690,2024-12-12,Hualpen,camion_ligero,9.87,19.11,8,19,0.4954,2974.0,0.793
2024-00925,2024-12-12,Hualqui,furgon,12.74,27.09,3,9,1.0,2508.0,0.39
2024-00577,2024-12-12,Chiguayante,furgon,25.22,26.83,6,7,0.4978,7037.0,1.705
2024-00388,2024-12-12,Penco,furgon,21.4,10.14,4,7,0.8064,4576.0,1.117
2024-00694,2024-12-13,San Pedro de la Paz,moto,31.17,0.64,5,8,0.542,5557.0,1.256
2024-00908,2024-12-13,Talcahuano,moto,16.92,2.16,1,10,0.6939,3688.0,0.704
2024-00494,2024-12-14,Coronel,furgon,16.94,24.24,8,17,0.7522,5511.0,1.383
2024-00701,2024-12-14,Lota,moto,18.2,18.96,6,15,0.7094,3154.0,0.866
2024-00717,2024-12-14,Florida,camion_ligero,14.97,6.06,7,10,1.0,3451.0,0.776
2024-00692,2024-12-15,Santa Juana,moto,26.48,31.89,7,8,0.5535,2953.0,0.882
2024-00581,2024-12-15,Coronel,moto,36.53,26.15,8,12,0.7844,5267.0,1.216
2024-00942,2024-12-16,Lota,furgon,22.78,18.47,4,10,0.3867,6273.0,1.391
2024-00160,2024-12-16,Chiguayante,camion_ligero,21.57,25.37,7,16,0.6548,7752.0,1.617
2024-01091,2024-12-16,Coronel,furgon,27.19,19.66,5,11,0.6233,5655.0,1.364
2024-00317,2024-12-16,Coronel,moto,12.16,12.76,3,17,0.6695,3037.0,1.01
2024-01146,2024-12-17,Talcahuano,camion_ligero,18.94,11.73,1,13,0.4878,4853.0,1.097
2024-00699,2024-12-17,Talcahuano,camion_ligero,12.86,14.86,6,12,0.5506,3448.0,0.893
2024-00709,2024-12-17,Hualqui,camion_ligero,2.55,14.94,6,16,0.6683,1297.0,0.263
2024-00646,2024-12-18,Florida,moto,27.21,13.16,5,12,0.2258,6005.0,1.406
2024-00351,2024-12-18,Santa Juana,furgon,19.12,8.34,2,16,0.508,2791.0,0.651
2024-00503,2024-12-19,Hualpen,moto,15.24,21.35,1,7,0.6573,1714.0,0.566
2024-00930,2024-12-19,Chiguayante,furgon,9.89,56.79,4,17,0.5886,3929.0,1.036
2024-00928,2024-12-19,Hualqui,furgon,18.53,19.3,2,9,0.5592,4604.0,0.999
2024-01151,2024-12-19,Concepcion,furgon,22.55,57.47,8,10,0.3398,6162.0,1.575
2024-01058,2024-12-19,Penco,moto,17.79,2.01,4,17,0.5546,3809.0,0.755
2024-00600,2024-12-19,Hualqui,furgon,25.24,22.2,7,12,0.3046,6878.0,1.456
2024-00282,2024-12-19,Penco,furgon,19.84,42.95,5,15,0.4921,4517.0,1.254
2024-00774,2024-12-20,Tome,furgon,19.31,34.4,3,14,0.6112,4718.0,1.09
2024-00470,2024-12-20,Hualqui,furgon,28.72,44.11,7,14,0.537,6900.0,1.636
2024-01010,2024-12-21,Coronel,furgon,24.32,19.08,1,15,0.8299,4188.0,1.069
2024-00420,2024-12-21,Coronel,furgon,24.36,19.17,1,11,0.4878,3030.0,0.864
2024-00571,2024-12-21,San Pedro de la Paz,moto,19.87,39.63,8,15,0.5604,4176.0,1.081
2024-00907,2024-12-22,Santa Juana,moto,14.53,19.46,1,17,0.6757,4191.0,0.775
2024-00633,2024-12-22,Penco,furgon,23.96,2.8,5,14,0.7846,3824.0,0.765
2024-00720,2024-12-22,Talcahuano,furgon,20.83,17.54,6,6,0.4722,5595.0,1.266
2024-00138,2024-12-23,Talcahuano,moto,24.2,39.32,2,19,1.0,3652.0,0.956
2024-01198,2024-12-23,San Pedro de la Paz,furgon,10.46,3.2,2,10,0.7178,2544.0,0.58
2024-00084,2024-12-23,Chiguayante,camion_ligero,19.81,37.66,1,19,0.6755,5327.0,1.149
2024-00074,2024-12-23,Tome,camion_ligero,22.36,27.31,6,15,0.488,5724.0,1.256
2024-00823,2024-12-23,Tome,furgon,9.21,20.49,1,19,0.7499,2376.0,0.45
2024-00535,2024-12-24,Tome,furgon,21.71,13.89,3,6,0.6391,3659.0,1.011
2024-01072,2024-12-24,Florida,camion_ligero,24.01,5.63,7,16,0.6663,5108.0,1.353
2024-00022,2024-12-24,San Pedro de la Paz,camion_ligero,12.42,20.26,2,15,0.6895,3704.0,0.96
2024-01096,2024-12-24,Lota,furgon,21.11,17.07,6,11,0.6258,4312.0,1.114
2024-00625,2024-12-25,Talcahuano,moto,14.55,26.88,4,16,0.6346,3338.0,0.886
2024-00697,2024-12-25,Concepcion,moto,9.14,21.72,4,7,0.5016,3906.0,0.732
2024-00368,2024-12-25,Florida,moto,14.9,28.51,4,17,0.6566,3942.0,0.874
2024-00201,2024-12-26,Lota,furgon,10.12,14.68,5,13,0.7325,2620.0,0.661
2024-00222,2024-12-26,Florida,moto,14.8,17.36,4,6,0.7407,2563.0,0.507
2024-00242,2024-12-26,Chiguayante,furgon,13.88,1.95,1,10,0.6676,724.0,0.437
2024-01061,2024-12-26,Tome,moto,27.53,15.44,8,19,0.7018,5468.0,1.359
2024-01124,2024-12-26,Chiguayante,furgon,16.61,6.54,5,6,0.758,2793.0,0.853
2024-00814,2024-12-27,Tome,furgon,11.1,24.42,8,11,0.5733,5420.0,1.258
2024-00983,2024-12-27,Penco,moto,29.29,46.46,5,17,0.7418,6485.0,1.777
2024-00712,2024-12-28,Tome,furgon,12.71,43.5,1,11,0.521,2907.0,0.548
2024-00475,2024-12-28,Concepcion,moto,19.81,19.34,6,9,0.66,2147.0,0.327
2024-00119,2024-12-28,Coronel,moto,18.27,16.89,3,8,0.8186,3165.0,0.691
2024-00153,2024-12-28,Coronel,camion_ligero,22.44,7.76,4,9,0.6415,6635.0,1.486
2024-00627,2024-12-28,Hualqui,camion_ligero,21.17,17.68,4,6,0.6006,5698.0,1.109
2024-00590,2024-12-28,Coronel,moto,8.61,10.12,6,11,0.5113,1693.0,0.337
2024-01034,2024-12-29,Lota,furgon,12.54,18.07,7,9,0.4267,4808.0,1.039
2024-00188,2024-12-29,Talcahuano,moto,2.0,21.85,8,6,0.7614,2687.0,0.507
2024-01049,2024-12-30,San Pedro de la Paz,camion_ligero,2.0,11.03,1,7,0.5798,1975.0,0.33
2024-00086,2024-12-30,Talcahuano,moto,18.81,6.37,5,6,0.7979,3494.0,0.797
